9
45
82
119
156
191
11
46
84
123
160
197
6
41
78
114
152
189
10
45
83
119
157
194
9
44
83
119
158
195
10
46
84
121
159
195
17
89
164
239
314
389
77
154
228
303
378
451
152
228
303
379
451
524
87
162
234
310
382
455
89
163
238
312
387
460
153
229
303
378
451
521
55
122
191
259
326
393
36
106
173
242
309
377
35
103
169
239
307
374
34
101
170
238
305
373
28
96
165
233
301
368
23
90
159
227
295
363
45
80
114
148
183
217
39
74
109
143
178
211
42
77
111
146
180
214
43
78
112
147
181
215
50
86
119
154
187
223
54
89
123
158
192
226
